article,indiv,day_post_infection,pos_value,value,sample_type,location_grp,location_subgrp,sample_rep,sample_grp,sample_subgrp,organ_system,method_of_quant,assay_type,pcr_target_gene,pcr_protocol_type,assay_idx,inoc_route_grp,route_idx,dose_nose,dose_throat,dose_trachea,dose_lung,dose_gi,age_class_grp,age_idx,prob_geriatric,sex,sex_idx,prob_male,prob_female,animal_species,sp_idx,unit_rep,unit_subgrp,data_source,llod,lod_source,lloq,loq_source,viral_strain_rep,viral_strain_grp,treatment,animal_subspecies,age_class_rep,age_years,inoc_route_rep,inoc_route_subgrp,inoc_dose_units_rep,inoc_dose_TCID_per_mL,inoc_dose_pfu_per_mL,inoc_dose_total_mL,inoc_dose_total_TCID,inoc_dose_total_pfu,inoc_dose_IT_mL,inoc_dose_IN_mL,inoc_dose_OR_mL,inoc_dose_OC_mL,inoc_dose_IG_mL,inoc_dose_IV_mL,inoc_dose_IB_mL,inoc_dose_IT_pfu,inoc_dose_IT_TCID,inoc_dose_IN_pfu,inoc_dose_IN_TCID,inoc_dose_OR_pfu,inoc_dose_OR_TCID,inoc_dose_OC_pfu,inoc_dose_OC_TCID,inoc_dose_IG_pfu,inoc_dose_IG_TCID,inoc_dose_IV_pfu,inoc_dose_IV_TCID,inoc_dose_IB_pfu,inoc_dose_IB_TCID,inoc_dose_AE_pfu,inoc_dose_AE_TCID,article_doi,article_title,article_journal,preprint,indiv_rep,data_availability,cell_line,culture_assay,location_idx,study_location,first_upper_bound,first_lower_bound,peak_upper_bound,peak_observed_time,peak_observed_titer,peak_lower_bound,last_upper_bound,last_lower_bound,indiv_sample,group_number,ever_positive,has_peak,has_last_positive,has_titer
Kim et al. 2021,CK_RM1*,1,1,3.6,Non-invasive,GI,LoGI,Rectal Swab,Anal / Rectal Sample,Anal / Rectal Swab,Digestive,RT-qPCR,totRNA,S,Custom assay #6,2,Multi-route (3+),3,5.135132651,5.980230691,5.862131379,0,0,Adult,2,0,Unknown (M/F),-9999,0.5,0.5,rhesus macaque,1,log10 total RNA copies/mL,log10 total RNA copies/mL,Source data,Unknown (>= 0.3?),Figure,Unknown,NA,SARS-CoV-2 Clinical Isolate (NMC-nCoV02?),SARS-CoV-2/human/KOR/?? (Ambiguous),"Vehicle (Control Group, Therapeutic Study)",Unknown (Chinese),Unknown (not specified),7-May,"IT, IN, OR, OC","IT, IN, OR, OC",TCID50,Unknown,Unknown,10,2600000,1820000,4,0.5,5,0.5,NA,NA,NA,728000,Unknown,91000,Unknown,910000,Unknown,91000,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,10.1038/s41467-020-20602-5,A therapeutic neutralizing antibody targeting receptor binding domain of SARS-CoV-2 spike protein,Nature Communications,No,No ID,Article,NA,NA,1,Korea Primate Center,1,0,Inf,NA,9999,0,Inf,0,CK_RM1*_LoGI_totRNA_S,200,1,1,1,0
Kim et al. 2021,CK_RM1*,1,1,3.6,Non-invasive,GI,LoGI,Rectal Swab,Anal / Rectal Sample,Anal / Rectal Swab,Digestive,RT-qPCR,totRNA,S,Custom assay #6,2,Multi-route (3+),3,5.135132651,5.980230691,5.862131379,0,0,Adult,2,0,Unknown (M/F),-9999,0.5,0.5,rhesus macaque,1,log10 total RNA copies/mL,log10 total RNA copies/mL,Source data,Unknown (>= 0.3?),Figure,Unknown,NA,SARS-CoV-2 Clinical Isolate (NMC-nCoV02?),SARS-CoV-2/human/KOR/?? (Ambiguous),"Vehicle (Control Group, Therapeutic Study)",Unknown (Chinese),Unknown (not specified),7-May,"IT, IN, OR, OC","IT, IN, OR, OC",TCID50,Unknown,Unknown,10,2600000,1820000,4,0.5,5,0.5,NA,NA,NA,728000,Unknown,91000,Unknown,910000,Unknown,91000,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,10.1038/s41467-020-20602-5,A therapeutic neutralizing antibody targeting receptor binding domain of SARS-CoV-2 spike protein,Nature Communications,No,No ID,Article,NA,NA,1,Korea Primate Center,Inf,1,NA,NA,9999,NA,NA,NA,CK_RM1*_LoGI_totRNA_S,200,0,0,0,0
Lambe et al. 2021,TL_RM**,7,1,5.02,Non-invasive,LRT,Lung,BAL,BAL,BAL,Respiratory,RT-qPCR,totRNA,N,USA CDC,1,"IT, IN",3,5.920818754,5.920818754,6.522878745,0,0,Juvenile,1,0,Unknown (3M/3F),-9999,0.5,0.5,rhesus macaque,1,log10 genome copies/mL,log10 total RNA copies/mL,Figure 3,3.361727836,Text,4,Text,SARS-CoV-2/Victoria/1/2020,SARS-CoV-2/human/AUS/VIC01/2020,"PBS (Control Group, Vaccine Study)",Indian,Adult,4,"IT, IN","IT, IN",pfu,Unknown,Unknown,3,7142857.143,5e+06,2,1,NA,NA,NA,NA,NA,3333333.333,Unknown,1666666.667,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.21203/rs.3.rs-133970/v1,ChAdOx1 nCoV-19 protection against SARS-CoV-2 in rhesus macaque and ferret challenge models,Research Square,Yes,No ID,"Digitized, R",NA,NA,1,Public Health England,7,0,Inf,NA,9999,0,Inf,0,TL_RM**_Lung_totRNA_N,201,1,1,1,0
Lambe et al. 2021,TL_RM**,7,1,5.02,Non-invasive,LRT,Lung,BAL,BAL,BAL,Respiratory,RT-qPCR,totRNA,N,USA CDC,1,"IT, IN",3,5.920818754,5.920818754,6.522878745,0,0,Juvenile,1,0,Unknown (3M/3F),-9999,0.5,0.5,rhesus macaque,1,log10 genome copies/mL,log10 total RNA copies/mL,Figure 3,3.361727836,Text,4,Text,SARS-CoV-2/Victoria/1/2020,SARS-CoV-2/human/AUS/VIC01/2020,"PBS (Control Group, Vaccine Study)",Indian,Adult,4,"IT, IN","IT, IN",pfu,Unknown,Unknown,3,7142857.143,5e+06,2,1,NA,NA,NA,NA,NA,3333333.333,Unknown,1666666.667,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.21203/rs.3.rs-133970/v1,ChAdOx1 nCoV-19 protection against SARS-CoV-2 in rhesus macaque and ferret challenge models,Research Square,Yes,No ID,"Digitized, R",NA,NA,1,Public Health England,7,0,Inf,NA,9999,0,Inf,0,TL_RM**_Lung_totRNA_N,201,1,1,1,0
Lambe et al. 2021,TL_RM**,1,1,6.7,Non-invasive,URT,Nose,Nasal Wash,Nasal Sample,Nasal Swab,Respiratory,RT-qPCR,totRNA,N,USA CDC,1,"IT, IN",3,5.920818754,5.920818754,6.522878745,0,0,Juvenile,1,0,Unknown (3M/3F),-9999,0.5,0.5,rhesus macaque,1,log10 genome copies/mL,log10 total RNA copies/mL,Figure 3,3.361727836,Text,4,Text,SARS-CoV-2/Victoria/1/2020,SARS-CoV-2/human/AUS/VIC01/2020,"PBS (Control Group, Vaccine Study)",Indian,Adult,4,"IT, IN","IT, IN",pfu,Unknown,Unknown,3,7142857.143,5e+06,2,1,NA,NA,NA,NA,NA,3333333.333,Unknown,1666666.667,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.21203/rs.3.rs-133970/v1,ChAdOx1 nCoV-19 protection against SARS-CoV-2 in rhesus macaque and ferret challenge models,Research Square,Yes,No ID,"Digitized, R",NA,NA,0,Public Health England,3,0,3,1,7.14,0,Inf,1,TL_RM**_Nose_totRNA_N,202,1,1,1,1
Lambe et al. 2021,TL_RM**,1,1,6.7,Non-invasive,URT,Nose,Nasal Wash,Nasal Sample,Nasal Swab,Respiratory,RT-qPCR,totRNA,N,USA CDC,1,"IT, IN",3,5.920818754,5.920818754,6.522878745,0,0,Juvenile,1,0,Unknown (3M/3F),-9999,0.5,0.5,rhesus macaque,1,log10 genome copies/mL,log10 total RNA copies/mL,Figure 3,3.361727836,Text,4,Text,SARS-CoV-2/Victoria/1/2020,SARS-CoV-2/human/AUS/VIC01/2020,"PBS (Control Group, Vaccine Study)",Indian,Adult,4,"IT, IN","IT, IN",pfu,Unknown,Unknown,3,7142857.143,5e+06,2,1,NA,NA,NA,NA,NA,3333333.333,Unknown,1666666.667,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.21203/rs.3.rs-133970/v1,ChAdOx1 nCoV-19 protection against SARS-CoV-2 in rhesus macaque and ferret challenge models,Research Square,Yes,No ID,"Digitized, R",NA,NA,0,Public Health England,3,0,3,1,6.7,0,Inf,1,TL_RM**_Nose_totRNA_N,202,1,1,1,1
Lambe et al. 2021,TL_RM**,1,1,6.7,Non-invasive,URT,Nose,Nasal Wash,Nasal Sample,Nasal Swab,Respiratory,RT-qPCR,totRNA,N,USA CDC,1,"IT, IN",3,5.920818754,5.920818754,6.522878745,0,0,Juvenile,1,0,Unknown (3M/3F),-9999,0.5,0.5,rhesus macaque,1,log10 genome copies/mL,log10 total RNA copies/mL,Figure 3,3.361727836,Text,4,Text,SARS-CoV-2/Victoria/1/2020,SARS-CoV-2/human/AUS/VIC01/2020,"PBS (Control Group, Vaccine Study)",Indian,Adult,4,"IT, IN","IT, IN",pfu,Unknown,Unknown,3,7142857.143,5e+06,2,1,NA,NA,NA,NA,NA,3333333.333,Unknown,1666666.667,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.21203/rs.3.rs-133970/v1,ChAdOx1 nCoV-19 protection against SARS-CoV-2 in rhesus macaque and ferret challenge models,Research Square,Yes,No ID,"Digitized, R",NA,NA,0,Public Health England,3,0,Inf,NA,9999,0,Inf,0,TL_RM**_Nose_totRNA_N,202,1,1,1,0
Lambe et al. 2021,TL_RM**,1,1,5.51,Non-invasive,URT,Throat,Throat Swab,Oropharyngeal Sample,Throat Swab,Respiratory,RT-qPCR,totRNA,N,USA CDC,1,"IT, IN",3,5.920818754,5.920818754,6.522878745,0,0,Juvenile,1,0,Unknown (3M/3F),-9999,0.5,0.5,rhesus macaque,1,log10 genome copies/mL,log10 total RNA copies/mL,Figure 3,3.361727836,Text,4,Text,SARS-CoV-2/Victoria/1/2020,SARS-CoV-2/human/AUS/VIC01/2020,"PBS (Control Group, Vaccine Study)",Indian,Adult,4,"IT, IN","IT, IN",pfu,Unknown,Unknown,3,7142857.143,5e+06,2,1,NA,NA,NA,NA,NA,3333333.333,Unknown,1666666.667,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.21203/rs.3.rs-133970/v1,ChAdOx1 nCoV-19 protection against SARS-CoV-2 in rhesus macaque and ferret challenge models,Research Square,Yes,No ID,"Digitized, R",NA,NA,1,Public Health England,1,0,3,1,8.35,0,Inf,1,TL_RM**_Throat_totRNA_N,203,1,1,1,1
Lambe et al. 2021,TL_RM**,1,1,5.51,Non-invasive,URT,Throat,Throat Swab,Oropharyngeal Sample,Throat Swab,Respiratory,RT-qPCR,totRNA,N,USA CDC,1,"IT, IN",3,5.920818754,5.920818754,6.522878745,0,0,Juvenile,1,0,Unknown (3M/3F),-9999,0.5,0.5,rhesus macaque,1,log10 genome copies/mL,log10 total RNA copies/mL,Figure 3,3.361727836,Text,4,Text,SARS-CoV-2/Victoria/1/2020,SARS-CoV-2/human/AUS/VIC01/2020,"PBS (Control Group, Vaccine Study)",Indian,Adult,4,"IT, IN","IT, IN",pfu,Unknown,Unknown,3,7142857.143,5e+06,2,1,NA,NA,NA,NA,NA,3333333.333,Unknown,1666666.667,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.21203/rs.3.rs-133970/v1,ChAdOx1 nCoV-19 protection against SARS-CoV-2 in rhesus macaque and ferret challenge models,Research Square,Yes,No ID,"Digitized, R",NA,NA,1,Public Health England,1,0,3,1,6.54,0,Inf,1,TL_RM**_Throat_totRNA_N,203,1,1,1,1
Lambe et al. 2021,TL_RM**,1,1,5.51,Non-invasive,URT,Throat,Throat Swab,Oropharyngeal Sample,Throat Swab,Respiratory,RT-qPCR,totRNA,N,USA CDC,1,"IT, IN",3,5.920818754,5.920818754,6.522878745,0,0,Juvenile,1,0,Unknown (3M/3F),-9999,0.5,0.5,rhesus macaque,1,log10 genome copies/mL,log10 total RNA copies/mL,Figure 3,3.361727836,Text,4,Text,SARS-CoV-2/Victoria/1/2020,SARS-CoV-2/human/AUS/VIC01/2020,"PBS (Control Group, Vaccine Study)",Indian,Adult,4,"IT, IN","IT, IN",pfu,Unknown,Unknown,3,7142857.143,5e+06,2,1,NA,NA,NA,NA,NA,3333333.333,Unknown,1666666.667,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.21203/rs.3.rs-133970/v1,ChAdOx1 nCoV-19 protection against SARS-CoV-2 in rhesus macaque and ferret challenge models,Research Square,Yes,No ID,"Digitized, R",NA,NA,1,Public Health England,1,0,Inf,NA,9999,0,Inf,0,TL_RM**_Throat_totRNA_N,203,1,1,1,0
Rauch et al. 2020,SR_RM**,3,1,6.41,Non-invasive,LRT,Lung,BAL,BAL,BAL,Respiratory,RT-qPCR,Unknown,N,Never mentioned,-9999,"IT, IN",3,6.096910013,6.096910013,6.397940009,0,0,Unknown,-9999,0,Female,0,0,1,rhesus macaque,1,log10 RNA copies/mL,log10 unknown RNA copies/mL,Figure 3,3.471291711,Text,4.11058971,Text,SARS-CoV-2/Victoria/1/2020,SARS-CoV-2/human/AUS/VIC01/2020,"None (Control Group, Vaccine Study)",Indian,Unknown (not specified),6-Mar,"IT, IN","IT, IN",pfu,Unknown,Unknown,2,7142857.143,5e+06,1,1,NA,NA,NA,NA,NA,2500000,Unknown,2500000,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1101/2020.12.23.424138,mRNA vaccine CVnCoV protects non-human primates from SARS-CoV-2 challenge infection,bioRxiv,Yes,No ID,"Digitized, R",NA,NA,1,Public Health England,3,0,Inf,NA,9999,0,Inf,0,SR_RM**_Lung_Unknown_N,204,1,1,1,0
Rauch et al. 2020,SR_RM**,3,1,6.41,Non-invasive,LRT,Lung,BAL,BAL,BAL,Respiratory,RT-qPCR,Unknown,N,Never mentioned,-9999,"IT, IN",3,6.096910013,6.096910013,6.397940009,0,0,Unknown,-9999,0,Female,0,0,1,rhesus macaque,1,log10 RNA copies/mL,log10 unknown RNA copies/mL,Figure 3,3.471291711,Text,4.11058971,Text,SARS-CoV-2/Victoria/1/2020,SARS-CoV-2/human/AUS/VIC01/2020,"None (Control Group, Vaccine Study)",Indian,Unknown (not specified),6-Mar,"IT, IN","IT, IN",pfu,Unknown,Unknown,2,7142857.143,5e+06,1,1,NA,NA,NA,NA,NA,2500000,Unknown,2500000,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1101/2020.12.23.424138,mRNA vaccine CVnCoV protects non-human primates from SARS-CoV-2 challenge infection,bioRxiv,Yes,No ID,"Digitized, R",NA,NA,1,Public Health England,3,0,Inf,NA,9999,0,Inf,0,SR_RM**_Lung_Unknown_N,204,1,1,1,0
Rauch et al. 2020,SR_RM**,3,1,6.41,Non-invasive,LRT,Lung,BAL,BAL,BAL,Respiratory,RT-qPCR,Unknown,N,Never mentioned,-9999,"IT, IN",3,6.096910013,6.096910013,6.397940009,0,0,Unknown,-9999,0,Female,0,0,1,rhesus macaque,1,log10 RNA copies/mL,log10 unknown RNA copies/mL,Figure 3,3.471291711,Text,4.11058971,Text,SARS-CoV-2/Victoria/1/2020,SARS-CoV-2/human/AUS/VIC01/2020,"None (Control Group, Vaccine Study)",Indian,Unknown (not specified),6-Mar,"IT, IN","IT, IN",pfu,Unknown,Unknown,2,7142857.143,5e+06,1,1,NA,NA,NA,NA,NA,2500000,Unknown,2500000,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1101/2020.12.23.424138,mRNA vaccine CVnCoV protects non-human primates from SARS-CoV-2 challenge infection,bioRxiv,Yes,No ID,"Digitized, R",NA,NA,1,Public Health England,3,0,Inf,NA,9999,0,Inf,0,SR_RM**_Lung_Unknown_N,204,1,1,1,0
Rauch et al. 2020,SR_RM**,3,1,Pos (LOD < x < LOQ),Non-invasive,LRT,Lung,BAL,BAL,BAL,Respiratory,RT-qPCR,sgRNA,E,Woelfel et al. 2020,4,"IT, IN",3,6.096910013,6.096910013,6.397940009,0,0,Unknown,-9999,0,Female,0,0,1,rhesus macaque,1,log10 sgRNA copies/mL,log10 sgRNA copies/mL,Figure 3,3.064457989,Text,4.11058971,Text,SARS-CoV-2/Victoria/1/2020,SARS-CoV-2/human/AUS/VIC01/2020,"None (Control Group, Vaccine Study)",Indian,Unknown (not specified),6-Mar,"IT, IN","IT, IN",pfu,Unknown,Unknown,2,7142857.143,5e+06,1,1,NA,NA,NA,NA,NA,2500000,Unknown,2500000,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1101/2020.12.23.424138,mRNA vaccine CVnCoV protects non-human primates from SARS-CoV-2 challenge infection,bioRxiv,Yes,No ID,"Digitized, R",NA,NA,1,Public Health England,3,0,Inf,NA,9999,0,Inf,0,SR_RM**_Lung_sgRNA_E,205,1,1,1,0
Rauch et al. 2020,SR_RM**,3,1,Pos (LOD < x < LOQ),Non-invasive,LRT,Lung,BAL,BAL,BAL,Respiratory,RT-qPCR,sgRNA,E,Woelfel et al. 2020,4,"IT, IN",3,6.096910013,6.096910013,6.397940009,0,0,Unknown,-9999,0,Female,0,0,1,rhesus macaque,1,log10 sgRNA copies/mL,log10 sgRNA copies/mL,Figure 3,3.064457989,Text,4.11058971,Text,SARS-CoV-2/Victoria/1/2020,SARS-CoV-2/human/AUS/VIC01/2020,"None (Control Group, Vaccine Study)",Indian,Unknown (not specified),6-Mar,"IT, IN","IT, IN",pfu,Unknown,Unknown,2,7142857.143,5e+06,1,1,NA,NA,NA,NA,NA,2500000,Unknown,2500000,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1101/2020.12.23.424138,mRNA vaccine CVnCoV protects non-human primates from SARS-CoV-2 challenge infection,bioRxiv,Yes,No ID,"Digitized, R",NA,NA,1,Public Health England,3,0,Inf,NA,9999,0,Inf,0,SR_RM**_Lung_sgRNA_E,205,1,1,1,0
Rauch et al. 2020,SR_RM**,3,1,Pos (LOD < x < LOQ),Non-invasive,LRT,Lung,BAL,BAL,BAL,Respiratory,RT-qPCR,sgRNA,E,Woelfel et al. 2020,4,"IT, IN",3,6.096910013,6.096910013,6.397940009,0,0,Unknown,-9999,0,Female,0,0,1,rhesus macaque,1,log10 sgRNA copies/mL,log10 sgRNA copies/mL,Figure 3,3.064457989,Text,4.11058971,Text,SARS-CoV-2/Victoria/1/2020,SARS-CoV-2/human/AUS/VIC01/2020,"None (Control Group, Vaccine Study)",Indian,Unknown (not specified),6-Mar,"IT, IN","IT, IN",pfu,Unknown,Unknown,2,7142857.143,5e+06,1,1,NA,NA,NA,NA,NA,2500000,Unknown,2500000,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1101/2020.12.23.424138,mRNA vaccine CVnCoV protects non-human primates from SARS-CoV-2 challenge infection,bioRxiv,Yes,No ID,"Digitized, R",NA,NA,1,Public Health England,3,0,Inf,NA,9999,0,Inf,0,SR_RM**_Lung_sgRNA_E,205,1,1,1,0
Rauch et al. 2020,SR_RM**,Unknown (6-8),1,5.3,Invasive,LRT,Trachea,Trachea,Trachea,NA,Respiratory,RT-qPCR,Unknown,N,Never mentioned,-9999,"IT, IN",3,6.096910013,6.096910013,6.397940009,0,0,Unknown,-9999,0,Female,0,0,1,rhesus macaque,1,log10 RNA copies/g,log10 unknown RNA copies/g,Supplemental Figure 1,4.117271296,Text,4.756636108,Text,SARS-CoV-2/Victoria/1/2020,SARS-CoV-2/human/AUS/VIC01/2020,"None (Control Group, Vaccine Study)",Indian,Unknown (not specified),6-Mar,"IT, IN","IT, IN",pfu,Unknown,Unknown,2,7142857.143,5e+06,1,1,NA,NA,NA,NA,NA,2500000,Unknown,2500000,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1101/2020.12.23.424138,mRNA vaccine CVnCoV protects non-human primates from SARS-CoV-2 challenge infection,bioRxiv,Yes,No ID,"Digitized, R",NA,NA,0,Public Health England,8,0,Inf,NA,9999,0,Inf,0,SR_RM**_Trachea_Unknown_N,206,1,1,1,0
Rauch et al. 2020,SR_RM**,Unknown (6-8),1,5.3,Invasive,LRT,Trachea,Trachea,Trachea,NA,Respiratory,RT-qPCR,Unknown,N,Never mentioned,-9999,"IT, IN",3,6.096910013,6.096910013,6.397940009,0,0,Unknown,-9999,0,Female,0,0,1,rhesus macaque,1,log10 RNA copies/g,log10 unknown RNA copies/g,Supplemental Figure 1,4.117271296,Text,4.756636108,Text,SARS-CoV-2/Victoria/1/2020,SARS-CoV-2/human/AUS/VIC01/2020,"None (Control Group, Vaccine Study)",Indian,Unknown (not specified),6-Mar,"IT, IN","IT, IN",pfu,Unknown,Unknown,2,7142857.143,5e+06,1,1,NA,NA,NA,NA,NA,2500000,Unknown,2500000,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1101/2020.12.23.424138,mRNA vaccine CVnCoV protects non-human primates from SARS-CoV-2 challenge infection,bioRxiv,Yes,No ID,"Digitized, R",NA,NA,0,Public Health England,8,0,Inf,NA,9999,0,Inf,0,SR_RM**_Trachea_Unknown_N,206,1,1,1,0
Rauch et al. 2020,SR_RM**,Unknown (6-8),1,5.3,Invasive,LRT,Trachea,Trachea,Trachea,NA,Respiratory,RT-qPCR,Unknown,N,Never mentioned,-9999,"IT, IN",3,6.096910013,6.096910013,6.397940009,0,0,Unknown,-9999,0,Female,0,0,1,rhesus macaque,1,log10 RNA copies/g,log10 unknown RNA copies/g,Supplemental Figure 1,4.117271296,Text,4.756636108,Text,SARS-CoV-2/Victoria/1/2020,SARS-CoV-2/human/AUS/VIC01/2020,"None (Control Group, Vaccine Study)",Indian,Unknown (not specified),6-Mar,"IT, IN","IT, IN",pfu,Unknown,Unknown,2,7142857.143,5e+06,1,1,NA,NA,NA,NA,NA,2500000,Unknown,2500000,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1101/2020.12.23.424138,mRNA vaccine CVnCoV protects non-human primates from SARS-CoV-2 challenge infection,bioRxiv,Yes,No ID,"Digitized, R",NA,NA,0,Public Health England,8,0,Inf,NA,9999,0,Inf,0,SR_RM**_Trachea_Unknown_N,206,1,1,1,0
Rauch et al. 2020,SR_RM**,Unknown (6-8),1,< LOD,Invasive,GI,UpGI,Duodenum,Small intestine,Duodenum,Digestive,RT-qPCR,Unknown,N,Never mentioned,-9999,"IT, IN",3,6.096910013,6.096910013,6.397940009,0,0,Unknown,-9999,0,Female,0,0,1,rhesus macaque,1,log10 RNA copies/g,log10 unknown RNA copies/g,Supplemental Figure 1,4.117271296,Text,4.756636108,Text,SARS-CoV-2/Victoria/1/2020,SARS-CoV-2/human/AUS/VIC01/2020,"None (Control Group, Vaccine Study)",Indian,Unknown (not specified),6-Mar,"IT, IN","IT, IN",pfu,Unknown,Unknown,2,7142857.143,5e+06,1,1,NA,NA,NA,NA,NA,2500000,Unknown,2500000,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1101/2020.12.23.424138,mRNA vaccine CVnCoV protects non-human primates from SARS-CoV-2 challenge infection,bioRxiv,Yes,No ID,"Digitized, R",NA,NA,0,Public Health England,8,0,Inf,NA,9999,0,Inf,0,SR_RM**_UpGI_Unknown_N,207,1,1,1,0
Rauch et al. 2020,SR_RM**,Unknown (6-8),0,< LOD,Invasive,GI,UpGI,Duodenum,Small intestine,Duodenum,Digestive,RT-qPCR,Unknown,N,Never mentioned,-9999,"IT, IN",3,6.096910013,6.096910013,6.397940009,0,0,Unknown,-9999,0,Female,0,0,1,rhesus macaque,1,log10 RNA copies/g,log10 unknown RNA copies/g,Supplemental Figure 1,4.117271296,Text,4.756636108,Text,SARS-CoV-2/Victoria/1/2020,SARS-CoV-2/human/AUS/VIC01/2020,"None (Control Group, Vaccine Study)",Indian,Unknown (not specified),6-Mar,"IT, IN","IT, IN",pfu,Unknown,Unknown,2,7142857.143,5e+06,1,1,NA,NA,NA,NA,NA,2500000,Unknown,2500000,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1101/2020.12.23.424138,mRNA vaccine CVnCoV protects non-human primates from SARS-CoV-2 challenge infection,bioRxiv,Yes,No ID,"Digitized, R",NA,NA,0,Public Health England,Inf,6,NA,NA,9999,NA,NA,NA,SR_RM**_UpGI_Unknown_N,207,0,0,0,0
Rauch et al. 2020,SR_RM**,Unknown (6-8),0,< LOD,Invasive,GI,UpGI,Duodenum,Small intestine,Duodenum,Digestive,RT-qPCR,Unknown,N,Never mentioned,-9999,"IT, IN",3,6.096910013,6.096910013,6.397940009,0,0,Unknown,-9999,0,Female,0,0,1,rhesus macaque,1,log10 RNA copies/g,log10 unknown RNA copies/g,Supplemental Figure 1,4.117271296,Text,4.756636108,Text,SARS-CoV-2/Victoria/1/2020,SARS-CoV-2/human/AUS/VIC01/2020,"None (Control Group, Vaccine Study)",Indian,Unknown (not specified),6-Mar,"IT, IN","IT, IN",pfu,Unknown,Unknown,2,7142857.143,5e+06,1,1,NA,NA,NA,NA,NA,2500000,Unknown,2500000,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1101/2020.12.23.424138,mRNA vaccine CVnCoV protects non-human primates from SARS-CoV-2 challenge infection,bioRxiv,Yes,No ID,"Digitized, R",NA,NA,0,Public Health England,Inf,6,NA,NA,9999,NA,NA,NA,SR_RM**_UpGI_Unknown_N,207,0,0,0,0
Rauch et al. 2020,SR_RM**,Unknown (6-8),1,< LOD,Invasive,GI,LoGI,Colon,Colon,NA,Digestive,RT-qPCR,Unknown,N,Never mentioned,-9999,"IT, IN",3,6.096910013,6.096910013,6.397940009,0,0,Unknown,-9999,0,Female,0,0,1,rhesus macaque,1,log10 RNA copies/g,log10 unknown RNA copies/g,Supplemental Figure 1,4.117271296,Text,4.756636108,Text,SARS-CoV-2/Victoria/1/2020,SARS-CoV-2/human/AUS/VIC01/2020,"None (Control Group, Vaccine Study)",Indian,Unknown (not specified),6-Mar,"IT, IN","IT, IN",pfu,Unknown,Unknown,2,7142857.143,5e+06,1,1,NA,NA,NA,NA,NA,2500000,Unknown,2500000,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1101/2020.12.23.424138,mRNA vaccine CVnCoV protects non-human primates from SARS-CoV-2 challenge infection,bioRxiv,Yes,No ID,"Digitized, R",NA,NA,1,Public Health England,8,0,Inf,NA,9999,0,Inf,0,SR_RM**_LoGI_Unknown_N,208,1,1,1,0
Rauch et al. 2020,SR_RM**,Unknown (6-8),0,< LOD,Invasive,GI,LoGI,Colon,Colon,NA,Digestive,RT-qPCR,Unknown,N,Never mentioned,-9999,"IT, IN",3,6.096910013,6.096910013,6.397940009,0,0,Unknown,-9999,0,Female,0,0,1,rhesus macaque,1,log10 RNA copies/g,log10 unknown RNA copies/g,Supplemental Figure 1,4.117271296,Text,4.756636108,Text,SARS-CoV-2/Victoria/1/2020,SARS-CoV-2/human/AUS/VIC01/2020,"None (Control Group, Vaccine Study)",Indian,Unknown (not specified),6-Mar,"IT, IN","IT, IN",pfu,Unknown,Unknown,2,7142857.143,5e+06,1,1,NA,NA,NA,NA,NA,2500000,Unknown,2500000,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1101/2020.12.23.424138,mRNA vaccine CVnCoV protects non-human primates from SARS-CoV-2 challenge infection,bioRxiv,Yes,No ID,"Digitized, R",NA,NA,1,Public Health England,Inf,6,NA,NA,9999,NA,NA,NA,SR_RM**_LoGI_Unknown_N,208,0,0,0,0
